Student Grades Report
==================================================
ID: 0, Name: Kiana Lor, Assignment: Midterm Exam, Score: 68
ID: 8, Name: Lee Dong, Assignment: Lab Report, Score: 56
ID: 8, Name: Lee Dong, Assignment: Research Paper, Score: 1
ID: 8, Name: Lee Dong, Assignment: Presentation, Score: 53
ID: 9, Name: Maa'iz al-Dia, Assignment: Research Paper, Score: 93
ID: 9, Name: Maa'iz al-Dia, Assignment: Midterm Exam, Score: 37
ID: 9, Name: Maa'iz al-Dia, Assignment: Final Exam, Score: 95
ID: 9, Name: Maa'iz al-Dia, Assignment: Case Study, Score: 60
ID: 9, Name: Maa'iz al-Dia, Assignment: Presentation, Score: 44
ID: 9, Name: Maa'iz al-Dia, Assignment: Project 1, Score: 80
ID: 9, Name: Maa'iz al-Dia, Assignment: Quiz 1, Score: 57
ID: 9, Name: Maa'iz al-Dia, Assignment: Project 1, Score: 19
ID: 9, Name: Maa'iz al-Dia, Assignment: Midterm Exam, Score: 63
ID: 9, Name: Maa'iz al-Dia, Assignment: Case Study, Score: 89
ID: 9, Name: Maa'iz al-Dia, Assignment: Case Study, Score: 72
ID: 9, Name: Maa'iz al-Dia, Assignment: Final Exam, Score: 3
ID: 9, Name: Maa'iz al-Dia, Assignment: Homework 1, Score: 92
ID: 9, Name: Maa'iz al-Dia, Assignment: Lab Report, Score: 79
ID: 9, Name: Maa'iz al-Dia, Assignment: Discussion Board, Score: 80
ID: 9, Name: Maa'iz al-Dia, Assignment: Project 1, Score: 15
ID: 9, Name: Maa'iz al-Dia, Assignment: Project 1, Score: 79
ID: 9, Name: Maa'iz al-Dia, Assignment: Presentation, Score: 62
ID: 9, Name: Maa'iz al-Dia, Assignment: Discussion Board, Score: 38
ID: 9, Name: Maa'iz al-Dia, Assignment: Midterm Exam, Score: 61
ID: 9, Name: Maa'iz al-Dia, Assignment: Quiz 1, Score: 30
ID: 9, Name: Maa'iz al-Dia, Assignment: Final Exam, Score: 48
ID: 10, Name: Maja Nicholson, Assignment: Discussion Board, Score: 26
ID: 10, Name: Maja Nicholson, Assignment: Research Paper, Score: 66
ID: 10, Name: Maja Nicholson, Assignment: Quiz 1, Score: 9
ID: 10, Name: Maja Nicholson, Assignment: Presentation, Score: 18
ID: 10, Name: Maja Nicholson, Assignment: Case Study, Score: 53
ID: 10, Name: Maja Nicholson, Assignment: Lab Report, Score: 41
ID: 10, Name: Maja Nicholson, Assignment: Research Paper, Score: 14
ID: 10, Name: Maja Nicholson, Assignment: Lab Report, Score: 67
ID: 10, Name: Maja Nicholson, Assignment: Quiz 1, Score: 46
ID: 10, Name: Maja Nicholson, Assignment: Midterm Exam, Score: 13
ID: 10, Name: Maja Nicholson, Assignment: Project 1, Score: 21
ID: 10, Name: Maja Nicholson, Assignment: Homework 1, Score: 27
ID: 10, Name: Maja Nicholson, Assignment: Project 1, Score: 29
ID: 10, Name: Maja Nicholson, Assignment: Presentation, Score: 24
ID: 10, Name: Maja Nicholson, Assignment: Quiz 1, Score: 32
ID: 10, Name: Maja Nicholson, Assignment: Research Paper, Score: 94
ID: 10, Name: Maja Nicholson, Assignment: Final Exam, Score: 79
ID: 10, Name: Maja Nicholson, Assignment: Midterm Exam, Score: 67
ID: 10, Name: Maja Nicholson, Assignment: Case Study, Score: 70
ID: 10, Name: Maja Nicholson, Assignment: Project 1, Score: 52
ID: 10, Name: Maja Nicholson, Assignment: Research Paper, Score: 93
ID: 10, Name: Maja Nicholson, Assignment: Presentation, Score: 56
ID: 10, Name: Maja Nicholson, Assignment: Quiz 1, Score: 22
ID: 10, Name: Maja Nicholson, Assignment: Case Study, Score: 79
ID: 10, Name: Maja Nicholson, Assignment: Quiz 1, Score: 46
ID: 11, Name: Sasha Jansen, Assignment: Quiz 1, Score: 14
ID: 11, Name: Sasha Jansen, Assignment: Project 1, Score: 3
ID: 11, Name: Sasha Jansen, Assignment: Midterm Exam, Score: 37
ID: 11, Name: Sasha Jansen, Assignment: Case Study, Score: 20
ID: 11, Name: Sasha Jansen, Assignment: Discussion Board, Score: 91
ID: 11, Name: Sasha Jansen, Assignment: Presentation, Score: 97
ID: 11, Name: Sasha Jansen, Assignment: Homework 1, Score: 44
ID: 11, Name: Sasha Jansen, Assignment: Lab Report, Score: 98
ID: 11, Name: Sasha Jansen, Assignment: Case Study, Score: 21
ID: 11, Name: Sasha Jansen, Assignment: Discussion Board, Score: 24
ID: 11, Name: Sasha Jansen, Assignment: Midterm Exam, Score: 45
ID: 12, Name: Alexander Sherman, Assignment: Research Paper, Score: 17
ID: 12, Name: Alexander Sherman, Assignment: Presentation, Score: 68
ID: 12, Name: Alexander Sherman, Assignment: Quiz 1, Score: 26
ID: 12, Name: Alexander Sherman, Assignment: Final Exam, Score: 82
ID: 12, Name: Alexander Sherman, Assignment: Lab Report, Score: 83
ID: 12, Name: Alexander Sherman, Assignment: Midterm Exam, Score: 71
ID: 12, Name: Alexander Sherman, Assignment: Research Paper, Score: 48
ID: 12, Name: Alexander Sherman, Assignment: Lab Report, Score: 61
ID: 12, Name: Alexander Sherman, Assignment: Quiz 1, Score: 47
ID: 12, Name: Alexander Sherman, Assignment: Midterm Exam, Score: 81
ID: 12, Name: Alexander Sherman, Assignment: Project 1, Score: 33
ID: 12, Name: Alexander Sherman, Assignment: Presentation, Score: 49
ID: 12, Name: Alexander Sherman, Assignment: Homework 1, Score: 38
ID: 12, Name: Alexander Sherman, Assignment: Research Paper, Score: 46
ID: 12, Name: Alexander Sherman, Assignment: Lab Report, Score: 93
ID: 13, Name: Edgar Sanchez, Assignment: Research Paper, Score: 59
ID: 13, Name: Edgar Sanchez, Assignment: Lab Report, Score: 66
ID: 13, Name: Edgar Sanchez, Assignment: Research Paper, Score: 67
ID: 13, Name: Edgar Sanchez, Assignment: Presentation, Score: 3
ID: 13, Name: Edgar Sanchez, Assignment: Project 1, Score: 71
ID: 13, Name: Edgar Sanchez, Assignment: Presentation, Score: 54
ID: 13, Name: Edgar Sanchez, Assignment: Discussion Board, Score: 32
ID: 13, Name: Edgar Sanchez, Assignment: Homework 1, Score: 17
ID: 13, Name: Edgar Sanchez, Assignment: Project 1, Score: 3
ID: 13, Name: Edgar Sanchez, Assignment: Midterm Exam, Score: 11
ID: 13, Name: Edgar Sanchez, Assignment: Final Exam, Score: 11
ID: 13, Name: Edgar Sanchez, Assignment: Presentation, Score: 95
ID: 13, Name: Edgar Sanchez, Assignment: Lab Report, Score: 85
ID: 13, Name: Edgar Sanchez, Assignment: Homework 1, Score: 46
ID: 13, Name: Edgar Sanchez, Assignment: Quiz 1, Score: 13
ID: 14, Name: Kolbi Strunk, Assignment: Midterm Exam, Score: 44
ID: 14, Name: Kolbi Strunk, Assignment: Research Paper, Score: 34
ID: 14, Name: Kolbi Strunk, Assignment: Case Study, Score: 51
ID: 14, Name: Kolbi Strunk, Assignment: Lab Report, Score: 99
ID: 14, Name: Kolbi Strunk, Assignment: Presentation, Score: 35
ID: 14, Name: Kolbi Strunk, Assignment: Discussion Board, Score: 95
ID: 14, Name: Kolbi Strunk, Assignment: Final Exam, Score: 65
ID: 14, Name: Kolbi Strunk, Assignment: Research Paper, Score: 30
ID: 14, Name: Kolbi Strunk, Assignment: Presentation, Score: 42
ID: 14, Name: Kolbi Strunk, Assignment: Quiz 1, Score: 69
ID: 14, Name: Kolbi Strunk, Assignment: Final Exam, Score: 50
ID: 14, Name: Kolbi Strunk, Assignment: Lab Report, Score: 43
ID: 14, Name: Kolbi Strunk, Assignment: Midterm Exam, Score: 36
ID: 14, Name: Kolbi Strunk, Assignment: Homework 1, Score: 68
ID: 14, Name: Kolbi Strunk, Assignment: Final Exam, Score: 36
ID: 14, Name: Kolbi Strunk, Assignment: Midterm Exam, Score: 85
ID: 14, Name: Kolbi Strunk, Assignment: Lab Report, Score: 74
ID: 14, Name: Kolbi Strunk, Assignment: Quiz 1, Score: 1
ID: 14, Name: Kolbi Strunk, Assignment: Project 1, Score: 55
ID: 14, Name: Kolbi Strunk, Assignment: Discussion Board, Score: 95
ID: 14, Name: Kolbi Strunk, Assignment: Midterm Exam, Score: 44
ID: 15, Name: Brittany Sath, Assignment: Research Paper, Score: 56
ID: 15, Name: Brittany Sath, Assignment: Presentation, Score: 68
ID: 15, Name: Brittany Sath, Assignment: Quiz 1, Score: 77
ID: 15, Name: Brittany Sath, Assignment: Final Exam, Score: 67
ID: 15, Name: Brittany Sath, Assignment: Lab Report, Score: 10
ID: 15, Name: Brittany Sath, Assignment: Midterm Exam, Score: 80
ID: 15, Name: Brittany Sath, Assignment: Lab Report, Score: 16
ID: 15, Name: Brittany Sath, Assignment: Research Paper, Score: 94
ID: 16, Name: Meggan Smith, Assignment: Midterm Exam, Score: 96
ID: 16, Name: Meggan Smith, Assignment: Final Exam, Score: 73
ID: 16, Name: Meggan Smith, Assignment: Presentation, Score: 85
ID: 16, Name: Meggan Smith, Assignment: Lab Report, Score: 35
ID: 16, Name: Meggan Smith, Assignment: Homework 1, Score: 4
ID: 16, Name: Meggan Smith, Assignment: Quiz 1, Score: 86
ID: 16, Name: Meggan Smith, Assignment: Lab Report, Score: 68
ID: 16, Name: Meggan Smith, Assignment: Quiz 1, Score: 36
ID: 16, Name: Meggan Smith, Assignment: Final Exam, Score: 52
ID: 16, Name: Meggan Smith, Assignment: Discussion Board, Score: 96
ID: 16, Name: Meggan Smith, Assignment: Homework 1, Score: 88
ID: 16, Name: Meggan Smith, Assignment: Research Paper, Score: 68
ID: 16, Name: Meggan Smith, Assignment: Lab Report, Score: 37
ID: 16, Name: Meggan Smith, Assignment: Presentation, Score: 97
ID: 17, Name: Ericka Arreola, Assignment: Midterm Exam, Score: 1
ID: 17, Name: Ericka Arreola, Assignment: Case Study, Score: 42
ID: 17, Name: Ericka Arreola, Assignment: Project 1, Score: 100
ID: 17, Name: Ericka Arreola, Assignment: Research Paper, Score: 69
ID: 17, Name: Ericka Arreola, Assignment: Presentation, Score: 50
ID: 17, Name: Ericka Arreola, Assignment: Quiz 1, Score: 39
ID: 18, Name: David Pulc, Assignment: Research Paper, Score: 67
ID: 18, Name: David Pulc, Assignment: Presentation, Score: 97
ID: 18, Name: David Pulc, Assignment: Quiz 1, Score: 26
ID: 18, Name: David Pulc, Assignment: Final Exam, Score: 56
ID: 18, Name: David Pulc, Assignment: Lab Report, Score: 68
ID: 18, Name: David Pulc, Assignment: Midterm Exam, Score: 7
ID: 18, Name: David Pulc, Assignment: Homework 1, Score: 31
ID: 18, Name: David Pulc, Assignment: Final Exam, Score: 21
ID: 18, Name: David Pulc, Assignment: Midterm Exam, Score: 36
ID: 18, Name: David Pulc, Assignment: Lab Report, Score: 10
ID: 18, Name: David Pulc, Assignment: Quiz 1, Score: 4
ID: 18, Name: David Pulc, Assignment: Project 1, Score: 56
ID: 19, Name: Kyle Luckey, Assignment: Case Study, Score: 52
ID: 19, Name: Kyle Luckey, Assignment: Project 1, Score: 5
ID: 19, Name: Kyle Luckey, Assignment: Case Study, Score: 7
ID: 19, Name: Kyle Luckey, Assignment: Final Exam, Score: 10
ID: 19, Name: Kyle Luckey, Assignment: Homework 1, Score: 42
ID: 19, Name: Kyle Luckey, Assignment: Lab Report, Score: 50
ID: 19, Name: Kyle Luckey, Assignment: Discussion Board, Score: 57
ID: 19, Name: Kyle Luckey, Assignment: Project 1, Score: 38
ID: 19, Name: Kyle Luckey, Assignment: Homework 1, Score: 18
ID: 19, Name: Kyle Luckey, Assignment: Project 1, Score: 46
ID: 20, Name: Rojesh Her, Assignment: Lab Report, Score: 21
ID: 20, Name: Rojesh Her, Assignment: Research Paper, Score: 72
ID: 21, Name: David Weber, Assignment: Discussion Board, Score: 33
ID: 21, Name: David Weber, Assignment: Project 1, Score: 47
ID: 21, Name: David Weber, Assignment: Homework 1, Score: 80
ID: 21, Name: David Weber, Assignment: Project 1, Score: 92
ID: 21, Name: David Weber, Assignment: Quiz 1, Score: 36
ID: 21, Name: David Weber, Assignment: Case Study, Score: 9
ID: 22, Name: Rachel Jambor, Assignment: Midterm Exam, Score: 9
ID: 22, Name: Rachel Jambor, Assignment: Research Paper, Score: 27
ID: 22, Name: Rachel Jambor, Assignment: Case Study, Score: 13
ID: 22, Name: Rachel Jambor, Assignment: Lab Report, Score: 48
ID: 22, Name: Rachel Jambor, Assignment: Presentation, Score: 99
ID: 22, Name: Rachel Jambor, Assignment: Discussion Board, Score: 54
ID: 22, Name: Rachel Jambor, Assignment: Final Exam, Score: 46
ID: 22, Name: Rachel Jambor, Assignment: Research Paper, Score: 59
ID: 22, Name: Rachel Jambor, Assignment: Lab Report, Score: 21
ID: 22, Name: Rachel Jambor, Assignment: Quiz 1, Score: 96
ID: 22, Name: Rachel Jambor, Assignment: Midterm Exam, Score: 37
ID: 22, Name: Rachel Jambor, Assignment: Project 1, Score: 71
ID: 22, Name: Rachel Jambor, Assignment: Discussion Board, Score: 39
ID: 22, Name: Rachel Jambor, Assignment: Lab Report, Score: 42
ID: 22, Name: Rachel Jambor, Assignment: Project 1, Score: 17
ID: 22, Name: Rachel Jambor, Assignment: Homework 1, Score: 8
ID: 22, Name: Rachel Jambor, Assignment: Discussion Board, Score: 53
ID: 22, Name: Rachel Jambor, Assignment: Homework 1, Score: 2
ID: 23, Name: Mus'ab al-Moustafa, Assignment: Final Exam, Score: 55
ID: 23, Name: Mus'ab al-Moustafa, Assignment: Discussion Board, Score: 77
ID: 23, Name: Mus'ab al-Moustafa, Assignment: Project 1, Score: 33
ID: 23, Name: Mus'ab al-Moustafa, Assignment: Presentation, Score: 94
ID: 23, Name: Mus'ab al-Moustafa, Assignment: Discussion Board, Score: 64
ID: 23, Name: Mus'ab al-Moustafa, Assignment: Case Study, Score: 100
ID: 23, Name: Mus'ab al-Moustafa, Assignment: Quiz 1, Score: 81
ID: 23, Name: Mus'ab al-Moustafa, Assignment: Discussion Board, Score: 87
ID: 23, Name: Mus'ab al-Moustafa, Assignment: Case Study, Score: 91
ID: 23, Name: Mus'ab al-Moustafa, Assignment: Quiz 1, Score: 90
ID: 24, Name: Sila Nguyen, Assignment: Homework 1, Score: 17
ID: 24, Name: Sila Nguyen, Assignment: Final Exam, Score: 96
ID: 24, Name: Sila Nguyen, Assignment: Project 1, Score: 87
ID: 24, Name: Sila Nguyen, Assignment: Research Paper, Score: 73
ID: 24, Name: Sila Nguyen, Assignment: Quiz 1, Score: 88
ID: 24, Name: Sila Nguyen, Assignment: Research Paper, Score: 71
ID: 24, Name: Sila Nguyen, Assignment: Lab Report, Score: 31
ID: 24, Name: Sila Nguyen, Assignment: Quiz 1, Score: 72
ID: 24, Name: Sila Nguyen, Assignment: Midterm Exam, Score: 16
ID: 24, Name: Sila Nguyen, Assignment: Project 1, Score: 65
ID: 24, Name: Sila Nguyen, Assignment: Midterm Exam, Score: 64
ID: 24, Name: Sila Nguyen, Assignment: Quiz 1, Score: 65
ID: 24, Name: Sila Nguyen, Assignment: Final Exam, Score: 72
ID: 24, Name: Sila Nguyen, Assignment: Final Exam, Score: 76
ID: 24, Name: Sila Nguyen, Assignment: Case Study, Score: 53
ID: 24, Name: Sila Nguyen, Assignment: Midterm Exam, Score: 42
ID: 25, Name: Samantha Hicks, Assignment: Discussion Board, Score: 16
ID: 25, Name: Samantha Hicks, Assignment: Project 1, Score: 56
ID: 25, Name: Samantha Hicks, Assignment: Discussion Board, Score: 14
ID: 25, Name: Samantha Hicks, Assignment: Homework 1, Score: 33
ID: 25, Name: Samantha Hicks, Assignment: Midterm Exam, Score: 46
ID: 25, Name: Samantha Hicks, Assignment: Case Study, Score: 33
ID: 25, Name: Samantha Hicks, Assignment: Homework 1, Score: 23
ID: 25, Name: Samantha Hicks, Assignment: Project 1, Score: 62
ID: 25, Name: Samantha Hicks, Assignment: Presentation, Score: 6
ID: 25, Name: Samantha Hicks, Assignment: Quiz 1, Score: 5
ID: 25, Name: Samantha Hicks, Assignment: Research Paper, Score: 90
ID: 25, Name: Samantha Hicks, Assignment: Final Exam, Score: 58
ID: 25, Name: Samantha Hicks, Assignment: Research Paper, Score: 86
ID: 25, Name: Samantha Hicks, Assignment: Lab Report, Score: 25
ID: 25, Name: Samantha Hicks, Assignment: Lab Report, Score: 27
ID: 25, Name: Samantha Hicks, Assignment: Presentation, Score: 67
ID: 26, Name: Angela Harding, Assignment: Homework 1, Score: 76
ID: 26, Name: Angela Harding, Assignment: Final Exam, Score: 78
ID: 26, Name: Angela Harding, Assignment: Project 1, Score: 40
ID: 26, Name: Angela Harding, Assignment: Research Paper, Score: 22
ID: 26, Name: Angela Harding, Assignment: Quiz 1, Score: 67
ID: 27, Name: Brandon Barbour, Assignment: Midterm Exam, Score: 47
ID: 27, Name: Brandon Barbour, Assignment: Research Paper, Score: 21
ID: 27, Name: Brandon Barbour, Assignment: Case Study, Score: 51
ID: 27, Name: Brandon Barbour, Assignment: Lab Report, Score: 27
ID: 27, Name: Brandon Barbour, Assignment: Research Paper, Score: 15
ID: 27, Name: Brandon Barbour, Assignment: Midterm Exam, Score: 38
ID: 27, Name: Brandon Barbour, Assignment: Final Exam, Score: 44
ID: 27, Name: Brandon Barbour, Assignment: Case Study, Score: 46
ID: 27, Name: Brandon Barbour, Assignment: Presentation, Score: 57
ID: 27, Name: Brandon Barbour, Assignment: Project 1, Score: 38
ID: 27, Name: Brandon Barbour, Assignment: Quiz 1, Score: 31
ID: 27, Name: Brandon Barbour, Assignment: Project 1, Score: 20
ID: 27, Name: Brandon Barbour, Assignment: Midterm Exam, Score: 61
ID: 27, Name: Brandon Barbour, Assignment: Case Study, Score: 82
ID: 27, Name: Brandon Barbour, Assignment: Lab Report, Score: 26
ID: 27, Name: Brandon Barbour, Assignment: Presentation, Score: 44
ID: 27, Name: Brandon Barbour, Assignment: Research Paper, Score: 75
ID: 27, Name: Brandon Barbour, Assignment: Quiz 1, Score: 1
ID: 27, Name: Brandon Barbour, Assignment: Presentation, Score: 40
ID: 27, Name: Brandon Barbour, Assignment: Discussion Board, Score: 40
ID: 27, Name: Brandon Barbour, Assignment: Lab Report, Score: 29
ID: 28, Name: Reilly Wagar, Assignment: Discussion Board, Score: 80
ID: 28, Name: Reilly Wagar, Assignment: Research Paper, Score: 5
ID: 28, Name: Reilly Wagar, Assignment: Quiz 1, Score: 13
ID: 28, Name: Reilly Wagar, Assignment: Presentation, Score: 38
ID: 28, Name: Reilly Wagar, Assignment: Case Study, Score: 7
ID: 28, Name: Reilly Wagar, Assignment: Lab Report, Score: 76
ID: 28, Name: Reilly Wagar, Assignment: Presentation, Score: 79
ID: 28, Name: Reilly Wagar, Assignment: Project 1, Score: 91
ID: 28, Name: Reilly Wagar, Assignment: Discussion Board, Score: 100
ID: 28, Name: Reilly Wagar, Assignment: Final Exam, Score: 34
ID: 28, Name: Reilly Wagar, Assignment: Project 1, Score: 38
ID: 28, Name: Reilly Wagar, Assignment: Presentation, Score: 45
ID: 28, Name: Reilly Wagar, Assignment: Discussion Board, Score: 11
ID: 29, Name: Victoria Ibarra, Assignment: Midterm Exam, Score: 13
ID: 29, Name: Victoria Ibarra, Assignment: Case Study, Score: 68
ID: 29, Name: Victoria Ibarra, Assignment: Project 1, Score: 75
ID: 29, Name: Victoria Ibarra, Assignment: Research Paper, Score: 13
ID: 29, Name: Victoria Ibarra, Assignment: Presentation, Score: 40
ID: 29, Name: Victoria Ibarra, Assignment: Quiz 1, Score: 77
ID: 29, Name: Victoria Ibarra, Assignment: Lab Report, Score: 93
ID: 29, Name: Victoria Ibarra, Assignment: Presentation, Score: 38
ID: 30, Name: Dakota Wirth, Assignment: Quiz 1, Score: 88
